,price,artist,title,yearCreation,signed,condition,period,movement
624,1500,RICHARD WOODS,"Remnant Number 1, Around The Fireplace",2012,[nan],This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.,Contemporary,Pop Art
633,1500,RICHARD WOODS,"Remnant Number 3, Under The Sink",2012,[nan],This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.,Contemporary,Pop Art
648,1500,RICHARD WOODS,"Remnant Number 5, By The Back Door",2012,[nan],This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.,Contemporary,Pop Art
667,1500,RICHARD WOODS,"Remnant Number 6, Inside The Bedroom Cupboard",2012,[nan],This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.,Contemporary,Pop Art
671,1500,Laura Wait,Scriptograph #14,2012,Wait 12 in pencil on bottom right recto,This work is in very good condition.Not examined outside of frame.Minor curving of paper at bottom.No other obvious signs of wear to artwork.,Contemporary,Expressionism
341,1500,Kika Karadi,Untitled (OPM No. 1),2014,"Signed, titled and dated on the reverse",No obvious signs of wear or damage.,Contemporary,Abstract
241,1500,Marina Adams,Untitled 2,2018,Signed lower right,"The work is in excellent condition, direct from the publisher.",Contemporary,Abstract
450,1500,Frances Kuehn,Untitled (NBR 8) (APPLE) ,[nan],Signed and dated in pencil recto,Not examined out of frame.Creasing. Minor stains and nicks to frame.,Post-War,Realism
451,1500,Amy Scott,Winter-Rose/Katy's Vase ,[nan],Dated and initialed in pencil recto,Not examined out of frame. Surface marks through wood frame. Creasing to paper. Adhesive remnants at back.,Post-War,Realism
456,1500,Stephen Neil Lorber,Navajo Ceremonial,[nan],Signed in pencil lower right corner,This work is in very good condition.Not examined outside of frame.Rippling to paper.,Post-War,Realism
457,1500,Marcia Scanlon,Millhollow XI,[nan],Signed in pencil lower right corner,Not examined outside of frame. Slight bowing to paper.Smudges on bottom of frame.,Post-War,Realism
458,1500,Debra Bermingham,Wedding Gift ,[nan],[nan],Not examined out of frame.Minor markings to wood frame.,Post-War,Realism
459,1500,Christine McArthur,Strawberry Tots,[nan],Signed in oil lower right,Not examined outside of frame. Paper bowed at bottom.,Contemporary,Expressionism
464,1500,Robert Parker,Irish Interior,[nan],Signed in ink lower middle,Not examined outside of frame. Paper has a noticeable seam across the middle of the image.  ,Post-War,Expressionism
471,1500,Leatrice Rose,Bananas,[nan],Signed in pencil lower right corner,This work is in very good condition.Not examined outside of frame.Slight rippling to paper.Smudge on top of frame.,Post-War,Realism
493,1500,Margo Sawyer,Ascension,1988,[nan],This work is in good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.,Post-War,Abstract
91,1500,Meyer Vaisman,Leo,1992,Signed and numbered,"This work is in excellent condition, direct from the publisher.",Contemporary,Neogeo
677,1500,Margaret Ponce Israel,Letter,1950,[nan],This work is in good condition.Not examined outside of frame.Minor discoloration to paper.Minor rippling to paper.,Post-War,Conceptual 
512,1500,Victoria Scalfani,Shadow I,2010,Signed V Scalfani in pencil at lower right recto,This work is in very good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.Minor surface wear to frame.,Contemporary,Expressionism
405,1500,Arnold Genthe,New Mexico,1900,Signed and titled in pencil on the image.,"This warm-toned print, on paper with a nearly matte, eggshell surface, is in generally good to very good condition. The following are visible: uneven, minor silvering; deposits of original retouching; a small loss and a sharp crease that appears to break the emulsion near the upper left corner; linear abrasions under the signature; a few superficial scratches; and discoloration in the the upper left corner.  The reverse is soiled and there are remnants of a previous mount. '124.005.307' is written in pencil in an unidentified hand.",Modern,Realism
582,1500,Dennis Leon,Djerassi #8,1983,Signed lower right,This work is in very good condition.Not examined outside of frame.No obvious signs of damage to artwork.,Post-War,Expressionism
527,1500,Jon Imber,"Red Bramble, Drumlin Farm",1989,Signed and dated in pencil recto,This work is in very good condition.Not examined out of frame.Minor sheet undualtion.,Post-War,Surrealism
544,1500,T.L. Solien,Blood Tug,1985,[nan],This work is in very good condition.Not examined out of frame.No visible signs of wear to art.,Post-War,Expressionism
585,1500,Gwynn Murrill,Vicenza,1985,[nan],This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.,Post-War,Realism
310,1295,Aaron Siskind,Chicago 224,1985,[nan],This print is in generally excellent condition.,Post-War,Realism
750,1275,Gary Bower,Rolph Series,1970,[nan],Not examined out of frame.Significant undulation to sheet.Water stain to top of sheet.Scattered marks to frame.Surface scratches to plexiglass.Toning to perimeter of sheet.,Contemporary,Geometric Abstraction
656,1275,Fred Gutzeit,Balls with Red,1971,Signed in pencil F. Gutzeit 4/71 lower right,This work is in very good condition.Not examined out of frame.Slight rippling to paper.,Modern,Abstract
744,1275,Pietro Consagra,Diasporo,1973,Artist signature lower right.,No obvious signs of wear to art.,Contemporary,Abstract
628,1275,Clinton J. Hill,Untitled NBR 58,1975,Signed C Hill bottom right in pencil,This work is in good condition.Not examined out of frame.No obvious signs of wear to art.Light buckling to paper.,Contemporary,Abstract
666,1275,Tony King,Untitled,1975,T King 75 on bottom right in pencil,Not examined outside of frame.No obvious signs of wear to art.,Post-War,Geometric Abstraction
690,1275,Porfirio Di Donna,Untitled #123,1975,Signed Di Donna 75 in pencil lower right,Not examined out of frame.Discoloration to edges of art.Discoloration to background paper.,Contemporary,Abstract
718,1275,Stuart Nielsen,Untitled,1976,[nan],Not examined out of frame.No obvious signs of wear.,Contemporary,Abstract
724,1275,Frances Barth,Untitled Drawing Nbr 201,1976,[nan],Art has no obvious signs of wear.,Contemporary,Geometric Abstraction
652,1275,Stephanie Kirschen Cole,BB / Market,1978,[nan],Not examined out of frame.No obvious signs of wear to art.Small scratch to bottom of plexiglass.,Contemporary,Abstract
747,1275,Marischa Burckhardt,Cut Squares,1978,[nan],Not examined out of frame.No obvious signs of wear.,Contemporary,Geometric Abstraction
617,1275,Denise Green,Becoming Subject,1979,Signed Denise Green on bottom right in pencil,This work is in good condition.Not examined outside of frame.No obvious signs of wear to art.Some scrapes and wear to frame.,Contemporary,Abstract
640,1275,Denise Green,Both And,1979,Signed Denise Green on bottom right in pencil,This work is in good condition.Not examined outside of frame.No obvious signs of wear to art.Some scrapes and marks on frame.,Contemporary,Abstract
653,1275,Mary Heebner,Powder,1979,Heebner 79 inscribed on bottom right,This work is in good condition.Not examined outside of frame.No obvious signs wear to artMinor scrape to corner of frame.,Modern,Abstract
721,1275,William Zehngut,Still Life With Blue Vase,1979,Signed on lower left.,Not examined outside of frame.No obvious signs of wear.,Contemporary,Realism
702,1275,Ralph Hilton,Untitled,1981,[nan],This work is in good condition.Not examined outside of frame.No obvious signs of wear to art.,Contemporary,Abstract
632,1275,Christopher Olav Jenssen,No 245,1985,"Signed at bottom in pencil 27 Juli 1985, Olav Christopher","This work is in good condition.Not examined out of frame.Small mark at bottom of paper.Hardware for wire, but wire is missing.",Contemporary,Abstract
737,1275,Jon Groom,Untitled,1985,Signed and dated lower right.,Area of wear to frame at top center.Art shows no obvious signs of wear.,Contemporary,Geometric Abstraction
658,1275,Christopher Olav Jenssen,No 249,1986,"Signed at bottom in pencil 17 Aug 1986, Olav Christopher",This work is in good condition.Not examined out of frame.No obvious signs of wear to art.Hardware for wire but wire is missing.,Contemporary,Abstract
733,1275,T. L. Solien,Blue Stem Land,1986,[nan],Not examined outside of frame.Pinholes to edges of paper.No obvious signs of wear otherwise.,Contemporary,Abstract
752,1275,T. L. Solien,Juniper,1986,[nan],Not examined outside of frame.Pinholes at edges of paper.No other obvious signs of wear.,Contemporary,Abstract
618,1275,George T. Grant,Tomorrow Being Today,1987,[nan],This work is in very good condition.Not examined out of frame.Slight rippling to paper.,Contemporary,Abstract
644,1275,Michael Kenny,Working Drawing 1,1987,Michael Kenny 87 Working Drawing on top left in pencil,This work is in good condition.Not examined outside of frame.No obvious signs of wear to art.,Contemporary,Abstract
661,1275,Derek Hirst,"Sacred Mountain Series II, #5",1987,Signed Derek Hirst 1987 lower right in pencil,Not examined out of frame.No obvious signs of wear to art.,Contemporary,Abstract
734,1275,Laura Newman,Blue And Orange,1987,[nan],Not examined out of frame.A few minor marks to frame.,Contemporary,Abstract
694,1275,David Hornung,Ladder / Triangle,1988,[nan],This work is in very good condition.Not examined outside of frame.No obvious signs of wear to art.,Contemporary,Surrealism
679,1275,Nicholas Howey,Untitled,1989,[nan],This work is in good condition.Not examined outside of frame.Some rippling of paper.No other obvious signs of wear to art.,Contemporary,Abstract
681,1275,Michael Hardesty,Untitled,1990,Hardesty 90 on bottom right in pencil,This work is in good condition.Not examined outside of frame.No obvious signs of wear to art.Artwork is slipping off hinges on top left corner.,Contemporary,Abstract
727,1275,Solien T.L.,Untitled,1990,Signed and dated on bottom right.,No obvious signs of wear.Not examined out of frame.,Contemporary,Organic/Biomorphic Abstraction
631,1275,Wayne Amedee,Source of Freedom,1991,Signed in pencil W. Amadee 1991 lower right,This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.,Contemporary,Abstract
678,1275,Anne Gilman,"A Known Quantity, Subway Series #3",2000,Artist signed in pen lower right,Not examined out of frame.Creases from fold-marks to subway map.,Contemporary,Conceptual 
650,1275,Nancy Blum,Print Fields 1 (Pink),2002,Signed Nancy Blum bottom right in pen,This work is in good condition.Not examined out of frame.No obvious signs of wear to art.Frame is marked and scuffed at left top and bottom corners.,Contemporary,Abstract
641,1275,Orly Genger,Untitled,2004,[nan],Not examined out of frame.No obvious signs of wear to art.,Contemporary,Abstract
696,1275,Orly Genger,Untitled,2004,[nan],Not examined out of frame.No obvious signs of wear to art.,Contemporary,Abstract
741,1275,Orly Genger,Untitled,2004,[nan],Not examined out of frame.No obvious signs of wear.,Contemporary,Abstract
709,1275,George T. Grant,Fall I,2008,[nan],This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.,Contemporary,Abstract
722,1275,Christopher Beane,Marble Painting 114,2012,Artist signature on back.,No obvious signs of wear.,Contemporary,Abstract
735,1275,Christopher Beane,Marble Painting 16,2012,[nan],No obvious signs of wear.,Contemporary,Abstract
725,1275,,[nan],[nan],Signed and dated in pencil to verso,Not examined out of frame.Minor sheet undulation.Small mark to top of frame.,Contemporary,Realism
682,1275,Oliver Hirsch,Watched Water NBR 4,2010,[nan],This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.,Contemporary,Abstract
738,1275,Richard Smith,On The Bowery Number 32,1964,Signed and dated on upper left.,No obvious signs of wear.,Contemporary,Pop Art
719,1275,David Roth,Metamorphising/Spectrum,1971,Signed and dated on bottom right.,This work is in very good condition.Pinholes to work at corners and wear to edges of paper.Slight scuff to plexiglas glazing at bottom left.,Post-War,Geometric Abstraction
720,1275,Sonja Landberg,Drawing With Red Square,1991,Signed and titled on bottom.,No obvious signs of wear.Not examined out of frame.,Post-War,Geometric Abstraction
638,1275,Paul Huxley,Study Relating To Modus Operandi Series XIV 6,1985,Signed Paul Huxley bottom right in pen,This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.Occasional small nicks and marks to frame.,Contemporary,Abstract
327,1250,Devin Troy Strother,Grateful Dead Afro Cat Show,2021,Signed and numbered recto,Excellent condition.,Contemporary,Pop Art
328,1250,Devin Troy Strother,Grateful Dead Afro Cat Show,2021,Signed and numbered recto,Excellent condition.,Contemporary,Pop Art
417,1200,ROBERT KELLY,Asana II,1989,Signed and dated in pencil lower right.,This work is in good condition.Creasing to margins at lower right.Spots at blind stamp at lower left corner.Small spots in margin at left center.,Post-War,Abstract
48,1200,Grant Hacking,Looking for Game ,2010,"Signed Grant Hacking (lower left); titled, dated © 2010, signed Grant Hacking (on the reverse)",The canvas is unlined and tacked to the original stretchers. Under UV: There are no signs of inpainting or previous restoration.,Contemporary,Realism
333,1200,Carter Mull,Untitled (Screen),2006,[nan],This work is in very good condition.Not examined out of frame.No obvious signs of wear or damage.,Contemporary,Abstract Expressionism
42,1200,Grant Hacking,To the Kouppie,1975,Signed Grant Hacking (lower left); signed Grant Hacking (on the reverse of the frame),There is frame abrasion along the edges. Under UV: There do not appear to be signs of inpainting or previous restoration. ,Post-War,Realism
56,1200,Elsa Cornelissen,Untitled (Cheetah Drinking),1975,Signed E.CORNELISSEN (lower left),The board is affixed to the support and mat along all four edges. Due to the nature of the mounting the extreme outer edges and reverse have not been inspected. The surface of the work is clean. Under UV: There do not appear to be signs of inpainting or previous restoration.,Post-War,Realism
187,1000,Barbara Morgan,"Martha Graham, Ekstasis ",1935,"Embossed signature, title, and date in pencil in the margin.","This print, on paper with an eggshell surface, is in generally excellent condition. There are faint gray adhesions that are slightly tacky in the upper left margin. The work is offered unframed.",Modern,Performance Art
336,1000,Jennifer Reeves,"Place, 4-17",1997,Signed and dated verso,No obvious signs of wear.,Post-War,Conceptual 
337,1000,Justine Kurland,Explorer,2000,Signed on gallery sticker verso,Laminate rippling at top center.Not examined out of frame.No obvious signs of wear to photograph.,Contemporary,Realism
50,1000,Linda Besse,In the Grass - Cheetah,2005,Signed Linda Besse and dated © 2005 (lower right),There is minor frame abrasion along the edges. Under UV: The work retains an uneven varnish and there are no signs of inpainting or previous restoration.,Contemporary,Realism
195,1000,John Bankston,The Inventor ,2012,"Signed, titled and dated John Bankston The Inventory, 2012 verso; marked Acrylic on canvas verso",Overall very good condition.,Contemporary,Pop Art
397,995,Mariann Loveland-Miller,Day Box ,1983,[nan],This work is in overall good condition.There is a small abrasion center left.,Post-War,Surrealism
402,995,Fred Mitchell,"Killyan Kill, Afternoon ",1985,"Signed and dated lower right “Fred Mitchell 85""; Titled lower left “Killyan [?] Kill, Afternoon”",This work is in good condition.Not examined out of frame.,Post-War,Expressionism
398,995,Mary Frank,Untitled (3 Figures),1993,"Inscribed, signed and dated “For Micki Mary Frank 1993” lower right",This work is in good condition.Not examined out of frame.,Post-War,Abstract
85,900,César,L'Empreinte Digitale (White),1991,Signed and numbered by the artist,"This work is in excellent condition, direct from the publisher.",Contemporary,Nouveau Réalisme
86,900,César,L'Empreinte Digitale (Blue),1991,Signed and numbered by the artist,"This work is in excellent condition, direct from the publisher.",Contemporary,Nouveau Réalisme
475,900,Philip Read,Cabbage Encompassing Earth,1995,[nan],"This work is in overall good condition.Moderate wear to frame, more pronounced at corners.Slight marks to canvas.",Post-War,Surrealism
39,900,Julia Noffsinger Rogers,Breeze Through the Grass ,1975,Signed J. Rogers (lower left),There is minor frame abrasion along the extreme edges.Under UV: The work retains an uneven varnish and there are no signs of inpainting or previous restoration. ,Post-War,Realism
602,800,Konrad Cramer,Gas Station With Tree,1931,"Numbered, signed, and dated in pencil recto",This work is in overall good condition.Not examined out of frame.Minor sheet undulation at top.Minor surface wear to plexiglass.,Modern,Realism
540,800,Antonio Frasconi,"Ice Crusher, Cart",1952,Signed in pencil lower right,This work is in very good condition.Not examined outside of frame.No obvious damage to artwork.,Post-War,Conceptual 
607,800,Antonio Frasconi,High Derricks,1954,Artist signature lower right recto,This work is in very good condition.No visible signs of wear to artwork.Not examined out of frame.,Post-War,Expressionism
592,800,Richard Haas,Bayard-Condict Building,1970,"Signed, titled, dated, and numbered in pencil recto",This work is in good condition.Not examined out of frame.Minor surface scratches to plexiglass.Frame shows minor wear at edges.No visible signs of wear to artwork.,Post-War,Traditional
346,800,Carl Roters,Indian Horses,1971,Signed and dated 1971 lower right,No apparent signs of damage to artwork.Not examined out of frame.Overmat with several wrinkles.Frame with minor wear.,Post-War,Realism
503,800,DON NICE,Bullfrog,1972,Signed Nice in pencil on lower right recto,This work is in good condition.Artwork not examined outside of frame.Minor discoloration to paper edges.Pin holes at corners of paper from previous hanging.Minor rippling of paper.Minor surface wear to frame.,Post-War,Realism
564,800,Richard Haas,Grand Central Station,1972,Signed in pencil lower right,This work is in very good condition.Not examined outside of frame.No obvious signs of damage to artwork.,Post-War,Traditional
496,800,Jack Beal,Spotted Salamander,1973,Signed Jack Beal in pencil on lower right recto,"This work is in good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.Scuffs and marks to wood frame, more significant wear at top right corner.Surface wear to plexiglass and frame.",Post-War,Expressionism
449,800,Stephen Neil Lorber,Still Life With Lumber,1975,Signed in pencil lower right corner.,This work is in good condition.Not examined outside of frame.Slight rippling and toning to paper.,Post-War,Realism
659,800,Joe Tilson,Zikkurat,1975,Signed and inscribed recto in pencil,This work is in good condition.Artwork not inspected out of frame.Scratching to plexiglass.Adhesive on frame.Light wear to frame.,Post-War,Pop Art
514,800,Norman Stevens,Stonehenge,1976,Inscribed 21/25 Stonehenge Norman Stevens in pencil recto,This work is in very good condition.Not examined out of frame.Minor creasing to sheet.,Post-War,Realism
519,800,Anthony Gross,Homage To Constable (Salisbury),1976,"Numbered, titled and singed in pencil recto",This work is in good condition.Not examined out of frame.Scattered scratches to plexiglass.Faint burn marks at edges of paper.Sheet undulation.,Post-War,Impressionism
569,800,Yvonne Jacquette,Fog River IV,1976,Signed lower right recto,This work is in very good condition.No obvious signs of wear to art.Not examined out of frame.,Post-War,Expressionism
455,800,Stephen Neil Lorber,Chinese Baskets,1977,Signed in pencil lower right corner.,This work is in good condition.Not examined outside of frame.Rippling and toning to paper.,Post-War,Realism
487,800,Steven Barbash,Birds,1977,Signed and dated lower right in pencil,This work is in very good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.,Post-War,Realism
548,800,Paul Davis,Max,1977,Inscribed He Paul Davis 77 in pencil recto,This work is in good condition.Not examined out of frame.Horizontal adhesive residue mark across the top of the image.Scattered surface scratches to plexiglass.,Post-War,Expressionism
550,800,MICHAEL MAZUR ,The Net,1977,Signed Mazur in pencil on lower right recto,This work is in very good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.Minor wear to frame surface.,Post-War,Impressionism
466,800,Stuart Nielsen,Shell/Butterfly,1978,Signed and dated in pencil upper left.,This work is in very good condition.Not examined outside of frame.No obvious defects to artwork.,Post-War,Expressionism
477,800,Alan Turner,White Landscape,1978,Signed lower right in pencil,This work is in good condition.Artwork not examined outside of frame.Small pinholes in all four corners.Light smudges to mat.,Post-War,Expressionism
692,800,Steven Sorman,Spaces Between Words A Deaf Man Sees,1978,"Signed and numbered in pencil, lower center Steven Sorman, '78","This work is in overall good condition.Not examined outside of frame.Slight buckling of paper, consistent with process.",Post-War,Minimalism
524,800,Forrest Moses,Untitled,1979,Moses in pencil at lower right recto,This work is in good condition overall.Artwork not examined outside of frame.Minor rippling and discoloration to paper.,Post-War,Expressionism
541,800,Richard Crozier,"Palms III Ojai, CA",1979,Signed Richard Crozier 1979 in pencil at lower right recto,This work is in very good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.,Post-War,Expressionism
546,800,Joseph Soloman,Garden Scene,1979,Inscribed Joseph Soloman 79 bottom right corner recto,This work is in very good condition.Not examined out of frame.No obvious imperfections to artwork observed.One small mark to frame on left side.,Post-War,Expressionism
556,800,John Gundelfinger,Untitled No 2,1979,Signed John Gundelfinger in pencil on white backing at lower left,This work is in very good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.,Post-War,Realism
647,800,Bruce Porter,Bend,1979,[nan],This work is in good condition.Not examined outside of frame.No obvious signs of wear to artwork.,Post-War,Abstract
460,800,Olivia Munroe,A Collection ,1980,"Numbered, titled and signed pencil recto.",This work is in good condition.Not examined out of frame.,Post-War,Realism
590,800,Alan Herman,"Untitled, Green Wall",1980,"Signed, dated and numbered in pencil lower right",This work is in very good condition.Not examined outside of frame.No obvious signs of damage to artwork.,Post-War,Minimalism
612,800,Alan Herman,"Untitled, Pink Wall",1980,"Signed, dated, and numbered in pencil lower right",This work is in very good condition.Not examined outside of frame.No obvious signs of damage to artwork.,Post-War,Minimalism
454,800,Curtis Ripley,The Pink Vase,1981,"Signed, dated and stamped lower right.",This work is in very good condition.Not examined outside of frame. Light scratches to plexiglass,Post-War,Realism
521,800,T.L. Solien,Fragments Of Hope,1982,Artist signature and date incorporated in work,This work is in good condition.Not examined out of frame.Discoloration to edges of paper.Yellowing to background paper.,Post-War,Conceptual 
522,800,T.L. Solien,Fragments Of Hope,1982,[nan],This work is in good condition.Not examined out of frame.Discoloration to edges of paper.Yellowing to background paper.Separation of frame at corner and crack to frame.,Post-War,Conceptual 
553,800,T.L. Solien,Fragments Of Hope,1982,[nan],This work is in good condition.Not examined out of frame.Discoloration to edges of paper.Yellowing to background paper.,Post-War,Conceptual 
568,800,T.L. Solien,Fragments Of Hope,1982,[nan],This work is in very good condition.Not examined out of frame.Discoloration to edges of paper.Yellowing to background paper.,Post-War,Conceptual 
594,800,T.L. Solien,Fragments Of Hope,1982,[nan],This work is in very good condition.Not examined out of frame.Discoloration to edges of paper.Yellowing to background paper.,Post-War,Conceptual 
486,800,John Shaw,Brooklyn Bridge,1983,Signed John Shaw in pencil on lower right recto,This work is in good condition.Artwork not examined outside of frame.Not obvious signs of wear to artwork.Some surface scratches to plexiglass.Minimal surface wear to frame.,Post-War,Expressionism
538,800,Richard Chiriani,"A Schoharie Marsh, Spring",1984,Signed and dated recto,"This work is in very good condition.Small sticky mark to plexiglass on lower left corner, suggest cleaning.No visible signs of wear to artwork.Not examined out of frame.",Post-War,Realism
616,800,Agnes Story,Fragment Of Pelicano Club,1984,"Title, artist signature, and date bottom recto",This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.,Post-War,Expressionism
483,800,Claire Van Vliet,Summer 2,1985,Signed lower right in pencil,This work is in very good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.,Post-War,Expressionism
517,800,Marcia Scanlon,Delphi Tholos II,1985,Signed in pencil lower right,This work is in very good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.,Post-War,Realism
562,800,MICHAEL MAZUR ,Wakeby Island,1985,Signed lower right recto,This work is in good condition.Rippling to paper.Not examined out of frame.,Post-War,Expressionism
495,800,Jack Knox,Whale,1986,Signed lower right in pencil,This work is in good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.,Post-War,Expressionism
499,800,Steven Campbell,Lobster,1986,Signed Steven M Campbell in pencil on bottom right recto,This work is in very good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.Minor surface wear to frame.Scratch to plexiglass across bottom.Minor separation of mitered corner of frame at lower right.,Post-War,Expressionism
513,800,Marcia Scanlon,Parthenon,1986,Signed in pencil at bottom,This work is in good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.Paint drip on inside of glass frame.,Post-War,Realism
518,800,Jack Knox,Dove,1986,Signed lower right in pencil,This work is in good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.,Post-War,Expressionism
525,800,June Redfern,Seal,1986,Signed lower right recto,Not examined out of frame.No obvious signs of wear to art.,Post-War,Abstract
537,800,June Redfern,Wolf,1986,Signed lower right recto,This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.,Post-War,Abstract
547,800,June Redfern,Lion,1986,Signed lower right recto,This work is in very good condition.Not examined out of frame.Small nick to frame at top center.Small chip to paper.,Post-War,Abstract
552,800,Billy Sullivan,Islands #8,1986,Signed and numbered in pencil recto,This work is in very good condition.Not examined out of frame.Small black mark at right corner of matte.,Post-War,Realism
559,800,Donna Dennis,Entrance,1986,"Signed and dated in pencil, lower right.",This work is in very good condition.Not examined outside of frame.No obvious signs of damage to artwork.,Post-War,Expressionism
563,800,"Peter Howson, O.B.E.",Stag,1986,Signed lower right recto.,This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.,Post-War,Realism
571,800,Gregory Amenoff,Beacon Pink,1986,"Signed, dated, and titled lower right recto",This work is in very good condition.No obvious signs of damage to art.Not examined out of frame.,Post-War,Abstract
577,800,Bruce Mclean,Spider,1986,Signed and dated lower right recto,This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.,Post-War,Expressionism
481,800,Ron Trujillo,Atlantis Explosion No 4,1987,Signed R Trujillo on bottom right recto,This work is in very good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.Some scuffs and marks at corners of wood frame.,Post-War,Expressionism
488,800,JOHN BELLANY,Untitled,1987,Signed John Bellany in pencil on bottom right recto,This work is in good condition.Artwork not examined outside of frame.Minor rippling to paper.Minor surface wear to frame.,Post-War,Surrealism
515,800,Susana Solano,Plaça Del Joc De La Pilota II,1987,Inscribed in pencil on lower right recto,This work is in very good condition.Artwork not examined outside of frame.Minor rippling of paper.Minor surface wear to frame.,Post-War,Expressionism
576,800,Len Jenshel,Monument Valley ,1987,[nan],This work is in very good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.,Post-War,Expressionism
586,800,Karen Kunc,Current's Edge,1987,"Signed, numbered and dated in pencil lower right",This work is in very good condition.Not examined outside of frame.No obvious signs of damage to artwork.,Post-War,Abstract
599,800,Joel Janowitz,Pale Water,1987,"Titled, signed and dated in pencil recto",This work is in good condition.Not examined out of frame.Minor sheet undulation.Minor surface scratches to plexiglass.,Post-War,Expressionism
715,800,Bruce Porter,Flute Like Voices III,1987,"Signed and dated in pencil, Bruce Porter, 1981",This work is in very good condition.Not examined outside of frame.No obvious signs of wear to artwork.,Post-War,Abstract
506,800,Susana Solano,Plaza Del Joc III,1988,Inscribed in pencil on lower right recto,This work is in good condition.Artwork not examined outside of frame.Minor rippling of paper.Minor surface wear to frame.,Post-War,Expressionism
551,800,Len Jenshel,Painted Rock State Park: Arizona,1988,[nan],This work is in very good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.,Post-War,Expressionism
642,800,Joe Tilson,Signatures,1988,Tilson 1988 in pencil on bottom right recto.,This work is in very good condition.Artwork not examined outside of frame.Minor rippling of paper consistent with process.No other obvious signs of wear to artwork.,Post-War,Conceptual 
707,800,Cinda Sparling,"Untitled, 1988",1988,Signed and inscribed lower right recto in pencil.,This work is in overall good condition.Artwork not inspected out of frame.Chip on bottom edge of frame.Wear and paint loss to side edges of frame.Rippling to paper.,Post-War,Abstract
708,800,Joe Tilson,Signatures,1988,Tilson 1988 in pencil on bottom right recto.,This work is in very good condition.Artwork not examined outside of frame.Minor rippling to paper consistent with process.No obvious signs of wear to artwork.,Contemporary,Conceptual 
470,800,Elspeth Lamb,Anaktos,1989,[nan],This work is in very good condition.Not examined outside of frame.No obvious defects to artwork.,Post-War,Abstract
491,800,Mary Jo Vath,Lure,1989,Inscribed 14/30 M.Vath 1989 in pencil recto,This work is in very good condition.Not examined out of frame.No obvious imperfections to artwork observed.,Post-War,Expressionism
504,800,David True,Fragile Wings,1989,Signed David True 89 in pencil on lower right rector,This work is in very good condition.Artwork not examined outside of frame.Minor rippling of paper.Minimal surface wear to frame.,Post-War,Expressionism
533,800,Lucy Sallick,Indian Island II,1989,Inscribed 2/15 Indian Island II Lucy Sallick 1989 in pencil recto,This work is in good condition.Not examined out of frame.Small scattered scratches to plexiglass.,Post-War,Expressionism
598,800,Freya Hansell,Untitled,1989,Signed Freya Hansell 1989 in pencil at lower right recto,This work is in very good condition.Artwork not examined outside of frame.No obvious signs of wear of artwork.,Post-War,Expressionism
621,800,Kate Whiteford,Sitelines,1989,"Signed and dated in pencil lower right, Kate Whiteford, '89",Not examined outside of frame.No obvious damage to artwork.,Post-War,Abstract
622,800,Kate Whiteford,Sitelines,1989,"Signed and dated in pencil lower right, Kate Whiteford '89",This work is in good condition.Not examined outside of frame.No obvious damage to artwork.,Post-War,Abstract
687,800,Kate Whiteford,Sitelines,1989,"Signed and dated in pencil lower right, Kate Whiteford '89",This work is in good condition with no obvious damage to the artwork.Not examined outside of frame.,Post-War,Abstract
461,800,Adrianne Wortzel,Blue Gray ,1990,"Numbered, signed and dated in pencil recto.",This work is in good condition.Not examined out of frame.Sheet undulation.Scratches to plexiglass.,Post-War,Realism
468,800,Neil Winokur,Tools,1990,[nan],This work is in good condition.Minor wear to finish.Back is lined with paper that is unaffixed in some areas.,Post-War,Realism
